Assembly	BioSample	bioproject	organism_name	infraspecific_name	contigs	Largest_contig	Total_length	GC	collection_date	country	host_species	drug_resistance
GCF_001842195.1	SAMN05918599	PRJNA224116	Mycobacterium tuberculosis	strain=M0024214-0	1	4404310	4404310	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001842225.1	SAMN05918608	PRJNA224116	Mycobacterium tuberculosis	strain=M0003469-5	3	3121967	4400349	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842245.1	SAMN05918598	PRJNA224116	Mycobacterium tuberculosis	strain=M0023039-2	5	2531936	4393137	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001842255.1	SAMN05918592	PRJNA224116	Mycobacterium tuberculosis	strain=M0018360-9	6	2773369	4401740	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001842265.1	SAMN05918601	PRJNA224116	Mycobacterium tuberculosis	strain=M0026039-9	4	1893435	4393209	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842295.1	SAMN05918597	PRJNA224116	Mycobacterium tuberculosis	strain=M0022506-1	6	1894874	4391183	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001842325.1	SAMN05918579	PRJNA224116	Mycobacterium tuberculosis	strain=M0006397-5	1	4386208	4386208	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842345.1	SAMN05918580	PRJNA224116	Mycobacterium tuberculosis	strain=M0008198-5	2	3792365	4339490	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001842355.1	SAMN05918602	PRJNA224116	Mycobacterium tuberculosis	strain=M0000639-6	5	2638468	4399251	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842375.1	SAMN05918536	PRJNA224116	Mycobacterium tuberculosis	strain=I0001342-0	29	1040856	4383988	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001842405.1	SAMN05918539	PRJNA224116	Mycobacterium tuberculosis	strain=C0004788-7	50	596710	4378464	65.53	2012-01-01	Peru	Homo sapiens	
GCF_001842415.1	SAMN05918545	PRJNA224116	Mycobacterium tuberculosis	strain=00-R0178	10	2294717	4403104	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842445.1	SAMN05918547	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1360	21	1664417	4402918	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842455.1	SAMN05918531	PRJNA224116	Mycobacterium tuberculosis	strain=I0000969-1	25	1409881	4368110	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842485.1	SAMN05918540	PRJNA224116	Mycobacterium tuberculosis	strain=I0003088-7	1	4383769	4383769	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001842505.1	SAMN05918548	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1399	16	2099582	4402020	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001842515.1	SAMN05918549	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0159	14	1737689	4402688	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842525.1	SAMN05918532	PRJNA224116	Mycobacterium tuberculosis	strain=I0001404-8	14	2344247	4401408	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001842565.1	SAMN05918538	PRJNA224116	Mycobacterium tuberculosis	strain=C0003814-2	4	2703739	4396404	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001842585.1	SAMN05918537	PRJNA224116	Mycobacterium tuberculosis	strain=I0001547-4	20	1299883	4408422	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842595.1	SAMN05918541	PRJNA224116	Mycobacterium tuberculosis	strain=I0002124-1	8	2904849	4404824	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001842605.1	SAMN05918546	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1244	33	2087905	4409208	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842615.1	SAMN05918535	PRJNA224116	Mycobacterium tuberculosis	strain=C0003444-8	26	1053203	4382746	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842665.1	SAMN05918544	PRJNA224116	Mycobacterium tuberculosis	strain=00-R0139	19	1058052	4396593	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842675.1	SAMN05918530	PRJNA224116	Mycobacterium tuberculosis	strain=I0001382-6	10	1287391	4385098	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842745.1	SAMN05918543	PRJNA224116	Mycobacterium tuberculosis	strain=00-R0086	32	1401062	4397283	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842765.1	SAMN05918527	PRJNA224116	Mycobacterium tuberculosis	strain=I0000559-0	14	2544114	4410979	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842775.1	SAMN05918525	PRJNA224116	Mycobacterium tuberculosis	strain=I0005760-9	1	4393954	4393954	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001842785.1	SAMN05918553	PRJNA224116	Mycobacterium tuberculosis	strain=02-R0220	10	1073498	4398443	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842825.1	SAMN05918526	PRJNA224116	Mycobacterium tuberculosis	strain=I0000015-3	7	1804475	4399096	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001842845.1	SAMN05918552	PRJNA224116	Mycobacterium tuberculosis	strain=01-R0903	20	1052231	4382083	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842865.1	SAMN05918554	PRJNA224116	Mycobacterium tuberculosis	strain=02-R1324	15	1052517	4383433	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842875.1	SAMN05918555	PRJNA224116	Mycobacterium tuberculosis	strain=03-R0395	10	2716251	4410118	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001842895.1	SAMN05918556	PRJNA224116	Mycobacterium tuberculosis	strain=99-R455	21	1463884	4391531	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001842915.1	SAMN05918557	PRJNA224116	Mycobacterium tuberculosis	strain=99-R576	15	2098422	4418278	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001842945.1	SAMN05918558	PRJNA224116	Mycobacterium tuberculosis	strain=99-R756	23	854376	4392207	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842955.1	SAMN05918559	PRJNA224116	Mycobacterium tuberculosis	strain=99-R855	21	1048578	4401124	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001842985.1	SAMN05918560	PRJNA224116	Mycobacterium tuberculosis	strain=99-R873	16	931925	4343411	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001843005.1	SAMN05918561	PRJNA224116	Mycobacterium tuberculosis	strain=99-R890	4	2301930	4405358	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843025.1	SAMN05918562	PRJNA224116	Mycobacterium tuberculosis	strain=99-R892	33	2088714	4390120	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001843045.1	SAMN05918563	PRJNA224116	Mycobacterium tuberculosis	strain=99-R930	8	2505171	4397998	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843055.1	SAMN05918564	PRJNA224116	Mycobacterium tuberculosis	strain=99-R993	8	2773246	4396981	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843085.1	SAMN05919547	PRJNA224116	Mycobacterium tuberculosis	strain=I0001384-2	21	2104414	4412678	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843095.1	SAMN05919671	PRJNA224116	Mycobacterium tuberculosis	strain=I0003342-8	17	1739422	4395544	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001843105.1	SAMN05916423	PRJNA224116	Mycobacterium tuberculosis	strain=00-R1246	7	2257043	4352916	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843145.1	SAMN05919545	PRJNA224116	Mycobacterium tuberculosis	strain=I0000819-8	18	1123208	4406484	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843165.1	SAMN05919550	PRJNA224116	Mycobacterium tuberculosis	strain=I0002066-4	10	1401525	4378130	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001843175.1	SAMN05919546	PRJNA224116	Mycobacterium tuberculosis	strain=I0000240-7	17	2088886	4395405	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843185.1	SAMN05919551	PRJNA224116	Mycobacterium tuberculosis	strain=I0001652-2	19	1122068	4410540	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843215.1	SAMN05919656	PRJNA224116	Mycobacterium tuberculosis	strain=I0005402-8	17	1130814	4345590	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001843245.1	SAMN05919548	PRJNA224116	Mycobacterium tuberculosis	strain=I0001303-2	21	1734312	4389481	65.54	2012-01-01	Peru	Homo sapiens	
GCF_001843255.1	SAMN05919660	PRJNA224116	Mycobacterium tuberculosis	strain=I0005275-8	9	1877932	4353364	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843275.1	SAMN05919655	PRJNA224116	Mycobacterium tuberculosis	strain=I0004407-8	21	2097824	4406403	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843295.1	SAMN05919549	PRJNA224116	Mycobacterium tuberculosis	strain=C0004133-6	16	998342	4389426	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001843325.1	SAMN05919552	PRJNA224116	Mycobacterium tuberculosis	strain=I0001770-2	14	2081915	4353049	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843335.1	SAMN05919553	PRJNA224116	Mycobacterium tuberculosis	strain=I0001524-3	9	2155417	4381059	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001843355.1	SAMN05919669	PRJNA224116	Mycobacterium tuberculosis	strain=I0005546-2	7	2323125	4361443	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001843375.1	SAMN05919554	PRJNA224116	Mycobacterium tuberculosis	strain=I0001927-8	27	1304015	4412496	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843405.1	SAMN05919668	PRJNA224116	Mycobacterium tuberculosis	strain=I0005970-4	11	1211935	4380463	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843425.1	SAMN05919555	PRJNA224116	Mycobacterium tuberculosis	strain=I0002058-1	18	1470377	4386431	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001843435.1	SAMN05919556	PRJNA224116	Mycobacterium tuberculosis	strain=I0002035-9	5	2513754	4400867	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001843465.1	SAMN05919662	PRJNA224116	Mycobacterium tuberculosis	strain=I0003372-5	13	1823052	4390908	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001843475.1	SAMN05919557	PRJNA224116	Mycobacterium tuberculosis	strain=I0001703-3	18	1737533	4404896	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843505.1	SAMN05919558	PRJNA224116	Mycobacterium tuberculosis	strain=I0002341-1	10	2091988	4400189	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843515.1	SAMN05919559	PRJNA224116	Mycobacterium tuberculosis	strain=I0001942-7	16	1122787	4405631	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843535.1	SAMN05919560	PRJNA224116	Mycobacterium tuberculosis	strain=I0001406-3	2	3809119	4374389	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843565.1	SAMN05919561	PRJNA224116	Mycobacterium tuberculosis	strain=I0001800-7	26	1038433	4398986	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843585.1	SAMN05919562	PRJNA224116	Mycobacterium tuberculosis	strain=C0005253-1	17	983701	4390104	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001843605.1	SAMN05919563	PRJNA224116	Mycobacterium tuberculosis	strain=C0004314-2	6	2694082	4378693	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001843615.1	SAMN05919564	PRJNA224116	Mycobacterium tuberculosis	strain=I0002416-1	15	1664882	4405340	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843645.1	SAMN05919565	PRJNA224116	Mycobacterium tuberculosis	strain=I0001485-7	7	1904055	4428707	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001843655.1	SAMN05919566	PRJNA224116	Mycobacterium tuberculosis	strain=I0001659-7	13	1728876	4403043	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843685.1	SAMN05919569	PRJNA224116	Mycobacterium tuberculosis	strain=I0000655-6	9	1732793	4382064	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843705.1	SAMN05919567	PRJNA224116	Mycobacterium tuberculosis	strain=I0001662-1	4	1886091	4368414	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001843725.1	SAMN05919568	PRJNA224116	Mycobacterium tuberculosis	strain=I0002160-5	8	3116089	4392303	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001843745.1	SAMN05919570	PRJNA224116	Mycobacterium tuberculosis	strain=I0002150-6	22	1133467	4345987	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001843765.1	SAMN05919667	PRJNA224116	Mycobacterium tuberculosis	strain=I0005704-7	9	1519366	4370490	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843785.1	SAMN05919571	PRJNA224116	Mycobacterium tuberculosis	strain=I0001962-5	34	778095	4368422	65.55	2012-01-01	Peru	Homo sapiens	
GCF_001843805.1	SAMN05919572	PRJNA224116	Mycobacterium tuberculosis	strain=I0002167-0	10	2176776	4394790	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843815.1	SAMN05919573	PRJNA224116	Mycobacterium tuberculosis	strain=I0002483-1	20	741891	4378958	65.56	2012-01-01	Peru	Homo sapiens	
GCF_001843845.1	SAMN05919575	PRJNA224116	Mycobacterium tuberculosis	strain=I0002604-2	13	1047022	4375389	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001843855.1	SAMN05919574	PRJNA224116	Mycobacterium tuberculosis	strain=C0001232-9	15	2132898	4392236	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843885.1	SAMN05919666	PRJNA224116	Mycobacterium tuberculosis	strain=I0005682-5	10	1226427	4394090	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001843895.1	SAMN05919576	PRJNA224116	Mycobacterium tuberculosis	strain=I0002458-3	6	1790147	4387078	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843925.1	SAMN05919578	PRJNA224116	Mycobacterium tuberculosis	strain=I0003152-1	7	2577397	4399583	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843935.1	SAMN05919577	PRJNA224116	Mycobacterium tuberculosis	strain=I0003168-7	6	1470283	4378132	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001843965.1	SAMN05919579	PRJNA224116	Mycobacterium tuberculosis	strain=I0002154-8	7	2540128	4415519	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001843985.1	SAMN05919657	PRJNA224116	Mycobacterium tuberculosis	strain=I0004703-0	19	1226367	4383837	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001844005.1	SAMN05919659	PRJNA224116	Mycobacterium tuberculosis	strain=I0005416-8	14	2099716	4403698	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844015.1	SAMN05919580	PRJNA224116	Mycobacterium tuberculosis	strain=I0002145-6	6	3586447	4402093	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844045.1	SAMN05919581	PRJNA224116	Mycobacterium tuberculosis	strain=I0002781-8	5	2627184	4395478	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844065.1	SAMN05919582	PRJNA224116	Mycobacterium tuberculosis	strain=I0003229-7	1	4378050	4378050	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001844085.1	SAMN05919583	PRJNA224116	Mycobacterium tuberculosis	strain=I0002531-7	3	3913615	4388386	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844095.1	SAMN05919664	PRJNA224116	Mycobacterium tuberculosis	strain=I0005443-2	42	1124896	4396937	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001844105.1	SAMN05919584	PRJNA224116	Mycobacterium tuberculosis	strain=I0003426-9	12	1839074	4403868	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844145.1	SAMN05919585	PRJNA224116	Mycobacterium tuberculosis	strain=I0002941-8	7	3451179	4381648	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001844165.1	SAMN05919586	PRJNA224116	Mycobacterium tuberculosis	strain=C0003944-7	12	1496205	4376246	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001844175.1	SAMN05919587	PRJNA224116	Mycobacterium tuberculosis	strain=I0003546-4	15	2102690	4420932	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844195.1	SAMN05919588	PRJNA224116	Mycobacterium tuberculosis	strain=I0003552-2	7	2731224	4405605	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844215.1	SAMN05919589	PRJNA224116	Mycobacterium tuberculosis	strain=I0002578-8	6	2291718	4395920	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844245.1	SAMN05919590	PRJNA224116	Mycobacterium tuberculosis	strain=I0003172-9	3	3603772	4402999	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844265.1	SAMN05919591	PRJNA224116	Mycobacterium tuberculosis	strain=I0002457-5	5	2700697	4388502	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844275.1	SAMN05919592	PRJNA224116	Mycobacterium tuberculosis	strain=I0002958-2	8	2515281	4412874	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844295.1	SAMN05919593	PRJNA224116	Mycobacterium tuberculosis	strain=I0003452-5	12	2096668	4406031	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844325.1	SAMN05919594	PRJNA224116	Mycobacterium tuberculosis	strain=I0003578-7	7	1420558	4390166	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001844345.1	SAMN05919595	PRJNA224116	Mycobacterium tuberculosis	strain=I0003584-5	4	2704791	4382452	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001844355.1	SAMN05919597	PRJNA224116	Mycobacterium tuberculosis	strain=I0002615-8	7	2634486	4396357	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844385.1	SAMN05919596	PRJNA224116	Mycobacterium tuberculosis	strain=I0000779-4	7	2739490	4407065	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844395.1	SAMN05919598	PRJNA224116	Mycobacterium tuberculosis	strain=C0004852-1	11	2638861	4409975	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844425.1	SAMN05919600	PRJNA224116	Mycobacterium tuberculosis	strain=I0003380-8	11	2163801	4406571	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844435.1	SAMN05919599	PRJNA224116	Mycobacterium tuberculosis	strain=I0002935-0	6	2730751	4399021	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844465.1	SAMN05919601	PRJNA224116	Mycobacterium tuberculosis	strain=I0003504-3	18	1144409	4431000	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844475.1	SAMN05919602	PRJNA224116	Mycobacterium tuberculosis	strain=I0001815-5	24	1725849	4402796	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844505.1	SAMN05919603	PRJNA224116	Mycobacterium tuberculosis	strain=C0002887-9	23	2088598	4392275	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001844525.1	SAMN05919604	PRJNA224116	Mycobacterium tuberculosis	strain=I0001852-8	21	929244	4382455	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001844535.1	SAMN05919605	PRJNA224116	Mycobacterium tuberculosis	strain=I0002987-1	1	4381525	4381525	65.57	2012-01-01	Peru	Homo sapiens	
GCF_001844545.1	SAMN05919606	PRJNA224116	Mycobacterium tuberculosis	strain=I0003461-6	7	2700488	4377672	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001844585.1	SAMN05919607	PRJNA224116	Mycobacterium tuberculosis	strain=I0003766-8	19	1735838	4399937	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844605.1	SAMN05919609	PRJNA224116	Mycobacterium tuberculosis	strain=I0002995-4	8	2707110	4402581	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844615.1	SAMN05919608	PRJNA224116	Mycobacterium tuberculosis	strain=I0002745-3	25	1069042	4398747	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001844625.1	SAMN05919610	PRJNA224116	Mycobacterium tuberculosis	strain=I0003020-0	4	1745718	4375949	65.56	2012-01-01	Peru	Homo sapiens	
GCF_001844655.1	SAMN05919663	PRJNA224116	Mycobacterium tuberculosis	strain=I0003636-3	5	1415911	4388302	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001844685.1	SAMN05919658	PRJNA224116	Mycobacterium tuberculosis	strain=I0004741-0	17	1055188	4413073	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844695.1	SAMN05919611	PRJNA224116	Mycobacterium tuberculosis	strain=I0003090-3	9	1803482	4398004	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844725.1	SAMN05919661	PRJNA224116	Mycobacterium tuberculosis	strain=C0006290-2	11	2496549	4375412	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844735.1	SAMN05919613	PRJNA224116	Mycobacterium tuberculosis	strain=I0003510-0	3	3832653	4403834	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844765.1	SAMN05919614	PRJNA224116	Mycobacterium tuberculosis	strain=I0004139-7	2	3889211	4352375	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844775.1	SAMN05919618	PRJNA224116	Mycobacterium tuberculosis	strain=I0002742-0	3	2748499	4398786	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001844805.1	SAMN05919616	PRJNA224116	Mycobacterium tuberculosis	strain=I0004158-7	4	1994462	4398378	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844825.1	SAMN05919615	PRJNA224116	Mycobacterium tuberculosis	strain=C0011119-6	5	3117930	4387168	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844845.1	SAMN05919617	PRJNA224116	Mycobacterium tuberculosis	strain=C0006478-3	6	3460852	4405451	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001844855.1	SAMN05919620	PRJNA224116	Mycobacterium tuberculosis	strain=I0001278-6	8	1897958	4405765	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844875.1	SAMN05919619	PRJNA224116	Mycobacterium tuberculosis	strain=I0003938-3	3	4066011	4404398	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844905.1	SAMN05919621	PRJNA224116	Mycobacterium tuberculosis	strain=I0004294-0	8	2539850	4402039	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844925.1	SAMN05919623	PRJNA224116	Mycobacterium tuberculosis	strain=I0003707-2	13	1235189	4397449	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001844945.1	SAMN05919622	PRJNA224116	Mycobacterium tuberculosis	strain=I0004188-4	8	2538010	4398075	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001844955.1	SAMN05919626	PRJNA224116	Mycobacterium tuberculosis	strain=I0003213-1	7	1288773	4390889	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001844985.1	SAMN05919624	PRJNA224116	Mycobacterium tuberculosis	strain=I0003710-6	9	2587442	4394234	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001844995.1	SAMN05919625	PRJNA224116	Mycobacterium tuberculosis	strain=I0003270-1	13	1210976	4410156	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001845005.1	SAMN05919627	PRJNA224116	Mycobacterium tuberculosis	strain=I0004435-9	10	2638728	4403186	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001845045.1	SAMN05919628	PRJNA224116	Mycobacterium tuberculosis	strain=I0004236-1	3	2613005	4394585	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001845065.1	SAMN05919630	PRJNA224116	Mycobacterium tuberculosis	strain=I0003922-7	5	3915762	4390512	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001845075.1	SAMN05919631	PRJNA224116	Mycobacterium tuberculosis	strain=I0003758-5	6	2590527	4410012	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001845085.1	SAMN05919629	PRJNA224116	Mycobacterium tuberculosis	strain=I0003630-6	10	2090805	4395703	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001845105.1	SAMN05919634	PRJNA224116	Mycobacterium tuberculosis	strain=I0004078-7	22	2091415	4387903	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001845145.1	SAMN05919632	PRJNA224116	Mycobacterium tuberculosis	strain=I0003819-5	12	2734579	4404382	65.62	2012-01-01	Peru	Homo sapiens	
GCF_001845165.1	SAMN05919633	PRJNA224116	Mycobacterium tuberculosis	strain=I0004204-9	18	1420259	4409684	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001845175.1	SAMN05919635	PRJNA224116	Mycobacterium tuberculosis	strain=I0004458-1	11	2539062	4421807	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001845185.1	SAMN05919636	PRJNA224116	Mycobacterium tuberculosis	strain=C0011359-8	7	1414309	4399454	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001845225.1	SAMN05919637	PRJNA224116	Mycobacterium tuberculosis	strain=I0004205-6	2	3102352	4383116	65.58	2012-01-01	Peru	Homo sapiens	
GCF_001845245.1	SAMN05919638	PRJNA224116	Mycobacterium tuberculosis	strain=I0003211-5	11	1702765	4374400	65.59	2012-01-01	Peru	Homo sapiens	
GCF_001845265.1	SAMN05919639	PRJNA224116	Mycobacterium tuberculosis	strain=I0004437-5	14	2552460	4426437	65.61	2012-01-01	Peru	Homo sapiens	
GCF_001845275.1	SAMN05919640	PRJNA224116	Mycobacterium tuberculosis	strain=I0003888-0	11	2092820	4386324	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001845305.1	SAMN05919641	PRJNA224116	Mycobacterium tuberculosis	strain=I0004320-3	24	1048733	4405238	65.6	2012-01-01	Peru	Homo sapiens	
GCF_001845325.1	SAMN05919644	PRJNA224116	Mycobacterium tuberculosis	strain=I0004765-9	11	1411471	4390866	65.61	2012-01-01	Peru	Homo sapiens	
