Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
GCF_000672275.1_Myco_tube_TKK_02_0061_V1_genomic	5	5	5	5	5	5	4412857	4412857	4412857	4412857	4412857	4412857	5	2026075	4412857	65.60	1230951	606913	2	3	131.30
GCF_000672295.1_Myco_tube_TKK_02_0062_V1_genomic	7	7	2	2	2	2	4429281	4429281	4421774	4421774	4421774	4421774	7	3944893	4429281	65.60	3944893	3944893	1	1	209.27
GCF_000672315.1_Myco_tube_TKK_02_0063_V1_genomic	6	6	4	4	4	3	4422192	4422192	4419290	4419290	4419290	4387249	6	2251972	4422192	65.59	2251972	1446478	1	2	293.79
GCF_000672335.1_Myco_tube_TKK_02_0068_V1_genomic	27	27	22	21	21	19	4411923	4411923	4403867	4396618	4396618	4326584	27	814843	4411923	65.57	258307	181423	6	11	812.16
GCF_000672355.1_Myco_tube_TKK_02_0069_V1_genomic	8	8	5	5	4	4	4425160	4425160	4420964	4420964	4410635	4410635	8	2723867	4425160	65.59	2723867	768543	1	2	197.98
GCF_000672375.1_Myco_tube_TKK_02_0070_V1_genomic	5	5	3	3	2	2	4403362	4403362	4400559	4400559	4382391	4382391	5	3698791	4403362	65.60	3698791	3698791	1	1	99.76
GCF_000672395.1_Myco_tube_TKK_02_0071_V1_genomic	1	1	1	1	1	1	4397993	4397993	4397993	4397993	4397993	4397993	1	4397993	4397993	65.61	4397993	4397993	1	1	33.40
GCF_000672415.1_Myco_tube_TKK_02_0073_V1_genomic	30	30	24	22	19	17	4429784	4429784	4414058	4396193	4352212	4264907	30	605775	4429784	65.60	265579	166755	6	11	443.16
GCF_000672435.1_Myco_tube_TKK_02_0077_V1_genomic	3	3	2	2	2	2	4411620	4411620	4410454	4410454	4410454	4410454	3	3934675	4411620	65.59	3934675	3934675	1	1	116.87
GCF_000672455.1_Myco_tube_TKK_02_0067_V1_genomic	5	5	4	2	2	2	4422857	4422857	4421787	4409037	4409037	4409037	5	3946537	4422857	65.61	3946537	3946537	1	1	354.25
GCF_000672475.1_Myco_tube_TKK_03_0018_V1_genomic	13	13	6	3	3	3	4450112	4450112	4435096	4418614	4418614	4418614	13	3006540	4450112	65.57	3006540	935676	1	2	476.73
GCF_000672495.1_Myco_tube_TKK_03_0020_V1_genomic	5	5	3	2	2	2	4417206	4417206	4412078	4403709	4403709	4403709	5	3941242	4417206	65.59	3941242	3941242	1	1	171.87
GCF_000672515.1_Myco_tube_TKK_03_0022_V1_genomic	45	45	35	33	30	22	4416584	4416584	4396717	4384528	4325431	4026614	45	381956	4416584	65.40	216162	127202	8	14	2323.67
GCF_000672535.1_Myco_tube_TKK_03_0025_V1_genomic	5	5	2	2	2	2	4453656	4453656	4446923	4446923	4446923	4446923	5	3982267	4453656	65.45	3982267	3982267	1	1	2351.15
GCF_000672555.1_Myco_tube_TKK_03_0026_V1_genomic	4	4	3	2	2	2	4421984	4421984	4420152	4413915	4413915	4413915	4	3945794	4421984	65.60	3945794	3945794	1	1	88.69
GCF_000672575.1_Myco_tube_TKK_03_0027_V1_genomic	3	3	2	2	2	2	4399964	4399964	4398132	4398132	4398132	4398132	3	3358902	4399964	65.59	3358902	3358902	1	1	168.46
GCF_000672595.1_Myco_tube_TKK_03_0029_V1_genomic	5	5	2	2	2	2	4428739	4428739	4421861	4421861	4421861	4421861	5	3950040	4428739	65.54	3950040	3950040	1	1	562.46
GCF_000672615.1_Myco_tube_TKK_03_0030_V1_genomic	4	4	3	2	2	2	4430365	4430365	4429322	4420251	4420251	4420251	4	3577898	4430365	65.63	3577898	3577898	1	1	279.77
GCF_000672635.1_Myco_tube_TKK_03_0031_V1_genomic	3	3	2	2	2	2	4420289	4420289	4419219	4419219	4419219	4419219	3	3714828	4420289	65.61	3714828	3714828	1	1	389.09
GCF_000672655.1_Myco_tube_TKK_03_0033_V1_genomic	3	3	2	2	2	2	4434355	4434355	4433285	4433285	4433285	4433285	3	2364014	4434355	65.60	2364014	2069271	1	2	312.56
GCF_000672675.1_Myco_tube_TKK_03_0034_V1_genomic	6	6	2	2	2	2	4413455	4413455	4405658	4405658	4405658	4405658	6	3943686	4413455	65.60	3943686	3943686	1	1	256.15
GCF_000672695.1_Myco_tube_TKK_03_0036_V1_genomic	5	5	3	3	3	3	4442504	4442504	4437034	4437034	4437034	4437034	5	3616772	4442504	65.58	3616772	3616772	1	1	1044.07
GCF_000672715.1_Myco_tube_TKK_03_0043_V1_genomic	5	5	2	2	2	2	4404562	4404562	4397011	4397011	4397011	4397011	5	3933828	4404562	65.59	3933828	3933828	1	1	270.45
GCF_000672735.1_Myco_tube_TKK_03_0045_V1_genomic	3	3	2	2	2	2	4409378	4409378	4408212	4408212	4408212	4408212	3	3944127	4409378	65.60	3944127	3944127	1	1	295.03
GCF_000672755.1_Myco_tube_TKK_03_0078_V1_genomic	5	5	2	2	2	2	4409364	4409364	4405111	4405111	4405111	4405111	5	3719220	4409364	65.59	3719220	3719220	1	1	311.25
GCF_000672775.1_Myco_tube_TKK_03_0081_V1_genomic	1	1	1	1	1	1	4402709	4402709	4402709	4402709	4402709	4402709	1	4402709	4402709	65.60	4402709	4402709	1	1	50.40
GCF_000672795.1_Myco_tube_TKK_03_0082_V1_genomic	4	4	3	2	2	2	4409634	4409634	4406965	4401499	4401499	4401499	4	3923813	4409634	65.59	3923813	3923813	1	1	187.88
GCF_000672815.1_Myco_tube_TKK_04_0001_V1_genomic	4	4	2	2	2	2	4407543	4407543	4404574	4404574	4404574	4404574	4	3936590	4407543	65.60	3936590	3936590	1	1	190.47
GCF_000672835.1_Myco_tube_TKK_04_0002_V1_genomic	8	8	5	4	4	4	4405483	4405483	4401002	4393603	4393603	4393603	8	1984720	4405483	65.60	1739773	1739773	2	2	381.12
GCF_000672855.1_Myco_tube_TKK_04_0003_V1_genomic	6	6	4	4	3	3	4433379	4433379	4428363	4428363	4404169	4404169	6	2992745	4433379	65.59	2992745	936049	1	2	391.89
GCF_000672875.1_Myco_tube_TKK_04_0006_V1_genomic	5	5	3	3	3	3	4411408	4411408	4408506	4408506	4408506	4408506	5	2305944	4411408	65.59	2305944	1634466	1	2	250.12
GCF_000672895.1_Myco_tube_TKK_04_0014_V1_genomic	6	6	2	2	2	2	4417913	4417913	4409170	4409170	4409170	4409170	6	3942738	4417913	65.59	3942738	3942738	1	1	326.72
GCF_000672915.1_Myco_tube_TKK_04_0015_V1_genomic	4	4	2	2	2	2	4413211	4413211	4410541	4410541	4410541	4410541	4	3937706	4413211	65.59	3937706	3937706	1	1	68.91
GCF_000672935.1_Myco_tube_TKK_04_0017_V1_genomic	5	5	3	3	2	2	4405382	4405382	4402385	4402385	4388259	4388259	5	3925319	4405382	65.59	3925319	3925319	1	1	176.38
GCF_000672955.1_Myco_tube_TKK_04_0018_V1_genomic	5	5	2	2	2	2	4403216	4403216	4398650	4398650	4398650	4398650	5	3726846	4403216	65.60	3726846	3726846	1	1	504.25
GCF_000672975.1_Myco_tube_TKK_04_0019_V1_genomic	4	4	2	2	2	2	4392740	4392740	4389698	4389698	4389698	4389698	4	3927696	4392740	65.59	3927696	3927696	1	1	179.59
GCF_000672995.1_Myco_tube_TKK_04_0021_V1_genomic	3	3	2	2	2	2	4416959	4416959	4415793	4415793	4415793	4415793	3	3953605	4416959	65.58	3953605	3953605	1	1	255.76
GCF_000673015.1_Myco_tube_TKK_04_0022_V1_genomic	2	2	2	2	2	2	4399600	4399600	4399600	4399600	4399600	4399600	2	3931732	4399600	65.62	3931732	3931732	1	1	114.26
GCF_000673035.1_Myco_tube_TKK_04_0023_V1_genomic	6	6	4	3	2	2	4398852	4398852	4395950	4389184	4373324	4373324	6	3910467	4398852	65.59	3910467	3910467	1	1	208.53
GCF_000673055.1_Myco_tube_TKK_04_0024_V1_genomic	3	3	2	2	2	2	4396596	4396596	4395430	4395430	4395430	4395430	3	3917549	4396596	65.59	3917549	3917549	1	1	122.62
GCF_000673075.1_Myco_tube_TKK_04_0043_V1_genomic	2	2	2	2	2	2	4405127	4405127	4405127	4405127	4405127	4405127	2	3587599	4405127	65.61	3587599	3587599	1	1	153.34
GCF_000673095.1_Myco_tube_TKK_04_0047_V1_genomic	7	7	3	2	2	2	4424291	4424291	4415417	4407750	4407750	4407750	7	3947458	4424291	65.59	3947458	3947458	1	1	276.65
GCF_000673115.1_Myco_tube_TKK_04_0048_V1_genomic	1	1	1	1	1	1	4398215	4398215	4398215	4398215	4398215	4398215	1	4398215	4398215	65.61	4398215	4398215	1	1	16.21
GCF_000673135.1_Myco_tube_TKK_04_0005_V1_genomic	8	8	3	2	2	2	4445334	4445334	4435105	4427039	4427039	4427039	8	3948932	4445334	65.57	3948932	3948932	1	1	456.93
GCF_000673155.1_Myco_tube_TKK_04_0007_V1_genomic	4	4	3	2	2	2	4408292	4408292	4407222	4401769	4401769	4401769	4	3927071	4408292	65.58	3927071	3927071	1	1	192.43
GCF_000673175.1_Myco_tube_TKK_04_0008_V1_genomic	3	3	2	2	2	2	4412946	4412946	4411780	4411780	4411780	4411780	3	3471266	4412946	65.59	3471266	3471266	1	1	218.88
GCF_000673195.1_Myco_tube_TKK_04_0013_V1_genomic	1	1	1	1	1	1	4406721	4406721	4406721	4406721	4406721	4406721	1	4406721	4406721	65.61	4406721	4406721	1	1	95.79
GCF_000673215.1_Myco_tube_TKK_04_0020_V1_genomic	5	5	2	2	2	2	4431491	4431491	4426047	4426047	4426047	4426047	5	3946325	4431491	65.58	3946325	3946325	1	1	119.85
GCF_000673235.1_Myco_tube_TKK_04_0034_V1_genomic	2	2	2	2	2	2	4398038	4398038	4398038	4398038	4398038	4398038	2	4339866	4398038	65.62	4339866	4339866	1	1	69.55
GCF_000673255.1_Myco_tube_TKK_04_0036_V1_genomic	4	4	3	2	2	2	4420966	4420966	4419800	4413103	4413103	4413103	4	2344875	4420966	65.59	2344875	2068228	1	2	317.26
GCF_000673275.1_Myco_tube_TKK_04_0038_V1_genomic	3	3	3	3	3	2	4401715	4401715	4401715	4401715	4401715	4368014	3	3561476	4401715	65.61	3561476	3561476	1	1	48.96
GCF_000673295.1_Myco_tube_TKK_04_0039_V1_genomic	2	2	2	2	2	2	4398866	4398866	4398866	4398866	4398866	4398866	2	3651252	4398866	65.61	3651252	3651252	1	1	15.80
GCF_000673315.1_Myco_tube_TKK_04_0040_V1_genomic	3	3	2	2	2	2	4415985	4415985	4414819	4414819	4414819	4414819	3	2538979	4415985	65.60	2538979	1875840	1	2	127.81
GCF_000673335.1_Myco_tube_TKK_04_0044_V1_genomic	3	3	2	2	2	2	4414539	4414539	4413373	4413373	4413373	4413373	3	2344638	4414539	65.59	2344638	2068735	1	2	139.02
GCF_000673355.1_Myco_tube_TKK_04_0045_V1_genomic	3	3	2	2	2	2	4413552	4413552	4412410	4412410	4412410	4412410	3	3933242	4413552	65.59	3933242	3933242	1	1	242.41
GCF_000673375.1_Myco_tube_TKK_04_0046_V1_genomic	3	3	2	2	2	2	4399861	4399861	4398791	4398791	4398791	4398791	3	3936321	4399861	65.59	3936321	3936321	1	1	92.59
GCF_000673395.1_Myco_tube_TKK_04_0042_V1_genomic	3	3	2	2	2	2	4410913	4410913	4409843	4409843	4409843	4409843	3	4062099	4410913	65.59	4062099	4062099	1	1	155.41
GCF_000673415.1_Myco_tube_TKK_04_0037_V1_genomic	3	3	2	2	2	2	4400397	4400397	4399231	4399231	4399231	4399231	3	3918842	4400397	65.59	3918842	3918842	1	1	174.19
GCF_000673435.1_Myco_tube_TKK_04_0029_V1_genomic	5	5	3	3	3	3	4445450	4445450	4442341	4442341	4442341	4442341	5	3536080	4445450	65.59	3536080	3536080	1	1	656.83
GCF_000673455.1_Myco_tube_TKK_04_0030_V1_genomic	3	3	2	2	2	2	4407290	4407290	4406124	4406124	4406124	4406124	3	3943515	4407290	65.58	3943515	3943515	1	1	193.09
GCF_000673475.1_Myco_tube_TKK_04_0031_V1_genomic	3	3	2	2	2	2	4437328	4437328	4436221	4436221	4436221	4436221	3	4378030	4437328	65.63	4378030	4378030	1	1	431.16
GCF_000673495.1_Myco_tube_TKK_04_0033_V1_genomic	6	6	2	2	2	2	4406354	4406354	4400106	4400106	4400106	4400106	6	3358569	4406354	65.60	3358569	3358569	1	1	267.36
GCF_000673515.1_Myco_tube_KT_0001_V1_genomic	9	9	6	5	5	5	4401693	4401693	4397070	4391652	4391652	4391652	9	1642015	4401693	65.59	1567156	509183	2	3	319.33
GCF_000673535.1_Myco_tube_KT_0002_V1_genomic	11	11	8	8	6	6	4427245	4427245	4418302	4418302	4385109	4385109	11	1568794	4427245	65.63	1308367	513994	2	3	884.68
GCF_000673555.1_Myco_tube_KT_0003_V1_genomic	10	10	8	6	6	6	4423697	4423697	4420795	4407363	4407363	4407363	10	2826096	4423697	65.61	2826096	379011	1	3	887.72
GCF_000673575.1_Myco_tube_KT_0006_V1_genomic	8	8	7	7	6	6	4400684	4400684	4399617	4399617	4386067	4386067	8	1299234	4400684	65.60	994565	591526	2	4	310.20
GCF_000673595.1_Myco_tube_KT_0007_V1_genomic	13	13	5	4	4	4	4401020	4401020	4386340	4380184	4380184	4380184	13	2622942	4401020	65.60	2622942	736978	1	2	398.16
GCF_000673615.1_Myco_tube_KT_0008_V1_genomic	15	15	9	8	8	8	4411411	4411411	4395658	4389663	4389663	4389663	15	2096031	4411411	65.60	932476	332699	2	3	275.90
GCF_000673635.1_Myco_tube_KT_0011_V1_genomic	8	8	6	5	5	5	4394989	4394989	4392008	4382412	4382412	4382412	8	2621226	4394989	65.59	2621226	486117	1	3	119.91
GCF_000673655.1_Myco_tube_KT_0014_V1_genomic	10	10	6	5	5	5	4403786	4403786	4397825	4391052	4391052	4391052	10	2132190	4403786	65.60	1260372	1260372	2	2	193.24
GCF_000673675.1_Myco_tube_KT_0015_V1_genomic	8	8	5	3	3	3	4415064	4415064	4410906	4399541	4399541	4399541	8	2633992	4415064	65.60	2633992	1303843	1	2	517.95
GCF_000673695.1_Myco_tube_KT_0016_V1_genomic	14	14	11	10	10	10	4390654	4390654	4383757	4374509	4374509	4374509	14	841443	4390654	65.60	481297	451714	4	6	283.42
GCF_000673715.1_Myco_tube_KT_0017_V1_genomic	13	13	11	10	10	10	4371151	4371151	4364744	4357008	4357008	4357008	13	1272311	4371151	65.60	1093504	281884	2	5	78.51
GCF_000673735.1_Myco_tube_KT_0019_V1_genomic	11	11	8	6	6	6	4400957	4400957	4391933	4380689	4380689	4380689	11	1303150	4400957	65.60	1291884	462202	2	4	478.67
GCF_000673755.1_Myco_tube_KT_0022_V1_genomic	6	6	4	3	3	3	4419080	4419080	4414956	4408799	4408799	4408799	6	3603978	4419080	65.60	3603978	3603978	1	1	131.36
GCF_000673775.1_Myco_tube_KT_0024_V1_genomic	10	10	8	8	7	6	4523586	4523586	4520676	4520676	4510584	4482270	10	1032195	4523586	65.53	931860	836839	3	4	3850.53
GCF_000673795.1_Myco_tube_KT_0026_V1_genomic	4	4	3	2	2	2	4390328	4390328	4389258	4383174	4383174	4383174	4	3915221	4390328	65.59	3915221	3915221	1	1	113.93
GCF_000673815.1_Myco_tube_KT_0027_V1_genomic	16	16	12	10	9	9	4416019	4416019	4407583	4392086	4371272	4371272	16	1310072	4416019	65.60	991780	335063	2	5	736.41
GCF_000673835.1_Myco_tube_KT_0028_V1_genomic	4	4	2	1	1	1	4406354	4406354	4402314	4395833	4395833	4395833	4	4395833	4406354	65.59	4395833	4395833	1	1	469.07
GCF_000673855.1_Myco_tube_KT_0035_V1_genomic	8	8	6	4	4	4	4414368	4414368	4410499	4396897	4396897	4396897	8	3375804	4414368	65.59	3375804	3375804	1	1	327.20
GCF_000673875.1_Myco_tube_KT_0039_V1_genomic	18	18	5	4	4	4	4459218	4459218	4437523	4430996	4430996	4430996	18	3414100	4459218	65.53	3414100	3414100	1	1	2178.30
GCF_000673895.1_Myco_tube_KT_0041_V1_genomic	14	14	11	10	9	9	4396062	4396062	4390636	4385168	4373521	4373521	14	1286402	4396062	65.59	463310	370407	3	6	341.15
GCF_000673915.1_Myco_tube_KT_0043_V1_genomic	16	16	10	9	9	9	4421220	4421220	4405514	4399526	4399526	4399526	16	956759	4421220	65.61	757832	336801	3	6	792.79
GCF_000673935.1_Myco_tube_KT_0047_V1_genomic	13	13	5	5	5	5	4401152	4401152	4386250	4386250	4386250	4386250	13	2773043	4401152	65.59	2773043	566813	1	2	101.36
GCF_000673955.1_Myco_tube_KT_0048_V1_genomic	11	11	4	4	4	4	4469091	4469091	4453725	4453725	4453725	4453725	11	3145567	4469091	65.57	3145567	512499	1	2	2175.07
GCF_000673975.1_Myco_tube_KT_0051_V1_genomic	11	11	7	7	7	7	4448947	4448947	4436218	4436218	4436218	4436218	11	1534790	4448947	65.57	956376	554496	2	4	1271.78
GCF_000673995.1_Myco_tube_KT_0053_V1_genomic	9	9	3	2	2	2	4400926	4400926	4392888	4386391	4386391	4386391	9	3915853	4400926	65.60	3915853	3915853	1	1	427.32
GCF_000674015.1_Myco_tube_KT_0056_V1_genomic	9	9	7	6	6	6	4546534	4546534	4544190	4537346	4537346	4537346	9	1731977	4546534	65.53	1170304	529848	2	3	3586.16
GCF_000674035.1_Myco_tube_KT_0057_V1_genomic	15	15	13	10	10	9	4572617	4572617	4568145	4549887	4549887	4515821	15	1223025	4572617	65.52	564063	474991	3	5	4169.71
GCF_000674055.1_Myco_tube_KT_0058_V1_genomic	7	7	6	5	4	4	4399549	4399549	4394872	4388537	4372893	4372893	7	2622182	4399549	65.60	2622182	1098227	1	2	537.15
GCF_000674075.1_Myco_tube_KT_0063_V1_genomic	15	15	9	8	7	7	4396837	4396837	4382780	4376241	4355882	4355882	15	1273922	4396837	65.60	1160871	903707	2	3	225.78
GCF_000674095.1_Myco_tube_KT_0064_V1_genomic	13	13	8	7	7	7	4481811	4481811	4467440	4458263	4458263	4458263	13	1338071	4481811	65.58	646288	640770	3	4	2416.03
GCF_000674115.1_Myco_tube_KT_0070_V1_genomic	16	16	12	11	10	9	4390593	4390593	4379854	4372336	4352648	4306889	16	1234338	4390593	65.59	984092	461779	2	4	201.45
GCF_000674135.1_Myco_tube_KT_0071_V1_genomic	12	12	9	7	7	6	4425094	4425094	4418569	4404675	4404675	4359646	12	1258477	4425094	65.60	993861	705162	2	4	866.78
GCF_000674155.1_Myco_tube_KT_0072_V1_genomic	7	7	6	5	5	5	4388859	4388859	4387789	4380417	4380417	4380417	7	2286815	4388859	65.60	2286815	484367	1	3	206.45
GCF_000674175.1_Myco_tube_KT_0075_V1_genomic	9	9	4	4	4	3	4462619	4462619	4448028	4448028	4448028	4405763	9	2151347	4462619	65.58	1780014	1780014	2	2	666.72
GCF_000674195.1_Myco_tube_KT_0077_V1_genomic	6	6	2	2	2	2	4407766	4407766	4398726	4398726	4398726	4398726	6	3914266	4407766	65.60	3914266	3914266	1	1	278.44
GCF_000674215.1_Myco_tube_KT_0078_V1_genomic	3	3	3	2	2	2	4398157	4398157	4398157	4391302	4391302	4391302	3	3929705	4398157	65.59	3929705	3929705	1	1	303.63
GCF_000674235.1_Myco_tube_KT_0080_V1_genomic	7	7	5	4	3	3	4392600	4392600	4388651	4382154	4369617	4369617	7	3719355	4392600	65.60	3719355	3719355	1	1	367.23
GCF_000674255.1_Myco_tube_KT_0083_V1_genomic	8	8	4	3	3	3	4431153	4431153	4420455	4414715	4414715	4414715	8	3128296	4431153	65.59	3128296	825608	1	2	426.37
GCF_000674275.1_Myco_tube_KT_0084_V1_genomic	10	10	6	5	4	4	4416636	4416636	4411247	4404699	4388353	4388353	10	2634089	4416636	65.60	2634089	1096464	1	2	668.83
GCF_000674295.1_Myco_tube_KT_0085_V1_genomic	9	9	6	6	6	6	4409569	4409569	4405722	4405722	4405722	4405722	9	1349841	4409569	65.60	1098122	943915	2	3	581.01
GCF_000674315.1_Myco_tube_KT_0089_V1_genomic	6	6	3	3	2	2	4419358	4419358	4415765	4415765	4404919	4404919	6	3938537	4419358	65.60	3938537	3938537	1	1	62.07
GCF_000674335.1_Myco_tube_KT_0091_V1_genomic	10	10	7	6	6	6	4406912	4406912	4397787	4391080	4391080	4391080	10	2802766	4406912	65.58	2802766	335787	1	3	500.55
GCF_000674355.1_Myco_tube_KT_0092_V1_genomic	5	5	4	3	3	3	4388101	4388101	4385423	4377628	4377628	4377628	5	2620079	4388101	65.60	2620079	1289253	1	2	127.53
GCF_000674375.1_Myco_tube_KT_0094_V1_genomic	8	8	6	5	4	4	4470110	4470110	4465401	4458981	4442145	4442145	8	2046783	4470110	65.58	1807119	1807119	2	2	164.74
GCF_000674395.1_Myco_tube_KT_0096_V1_genomic	10	10	6	3	3	3	4396968	4396968	4384152	4363595	4363595	4363595	10	3715975	4396968	65.60	3715975	3715975	1	1	346.31
GCF_000674415.1_Myco_tube_KT_0098_V1_genomic	12	12	7	7	6	6	4399561	4399561	4393303	4393303	4379000	4379000	12	1982003	4399561	65.60	1208932	477977	2	3	173.59
GCF_000674435.1_Myco_tube_KT_0099_V1_genomic	8	8	5	4	4	4	4407949	4407949	4403322	4395444	4395444	4395444	8	2623779	4407949	65.61	2623779	1095473	1	2	738.94
GCF_000674455.1_Myco_tube_KT_0100_V1_genomic	10	10	7	7	6	6	4434949	4434949	4428113	4428113	4417770	4417770	10	2662004	4434949	65.59	2662004	404017	1	3	987.07
GCF_000674475.1_Myco_tube_KT_0102_V1_genomic	17	17	12	11	11	11	4394252	4394252	4383339	4377388	4377388	4377388	17	993420	4394252	65.59	461493	282265	3	7	387.57
GCF_000674495.1_Myco_tube_KT_0104_V1_genomic	14	14	7	6	6	6	4435118	4435118	4422147	4415770	4415770	4415770	14	1921873	4435118	65.59	1642102	1642102	2	2	1032.06
GCF_000674515.1_Myco_tube_KT_0106_V1_genomic	6	6	5	3	3	3	4405909	4405909	4404554	4393232	4393232	4393232	6	2629794	4405909	65.59	2629794	1295117	1	2	702.31
GCF_000674535.1_Myco_tube_KT_0108_V1_genomic	6	6	3	2	2	2	4402534	4402534	4395110	4387881	4387881	4387881	6	3925457	4402534	65.59	3925457	3925457	1	1	656.94
GCF_000674555.1_Myco_tube_KT_0109_V1_genomic	5	5	3	3	3	3	4393333	4393333	4390359	4390359	4390359	4390359	5	2615501	4393333	65.60	2615501	1311475	1	2	158.74
GCF_000674575.1_Myco_tube_KT_0110_V1_genomic	30	30	27	25	24	22	4420833	4420833	4414451	4402986	4383691	4305795	30	509106	4420833	65.60	231239	174099	7	13	836.92
GCF_000674595.1_Myco_tube_SK_E_V1_genomic	62	62	48	43	38	27	4367991	4367991	4331297	4294622	4205845	3787952	62	341403	4367991	65.60	151492	74332	10	20	25.89
GCF_000674615.1_Myco_tube_SK_C_V1_genomic	10	10	8	6	6	6	4386485	4386485	4383487	4370501	4370501	4370501	10	1219046	4386485	65.61	904430	640387	3	4	240.12
GCF_000674635.1_Myco_tube_UG_C_V1_genomic	6	6	5	5	5	4	4392095	4392095	4391093	4391093	4391093	4352318	6	2726156	4392095	65.60	2726156	931081	1	2	139.73
GCF_000674655.1_Myco_tube_UG_D_V1_genomic	6	6	4	3	3	3	4436225	4436225	4429147	4419817	4419817	4419817	6	2366779	4436225	65.59	2366779	1592547	1	2	286.14
GCF_000674675.1_Myco_tube_UT0001_V1_genomic	7	7	3	2	2	2	4404207	4404207	4394901	4387339	4387339	4387339	7	3924072	4404207	65.59	3924072	3924072	1	1	183.87
GCF_000674695.1_Myco_tube_UT0002_V1_genomic	8	8	5	5	5	4	4510026	4510026	4505751	4505751	4505751	4471879	8	3523531	4510026	65.66	3523531	3523531	1	1	2941.62
GCF_000674715.1_Myco_tube_UT0003_V1_genomic	9	9	7	7	7	6	4403244	4403244	4399997	4399997	4399997	4358269	9	1988223	4403244	65.59	767551	621557	2	3	203.19
GCF_000674735.1_Myco_tube_UT0004_V1_genomic	7	7	5	3	3	3	4415785	4415785	4412249	4396315	4396315	4396315	7	3716410	4415785	65.61	3716410	3716410	1	1	214.19
GCF_000674755.1_Myco_tube_UT0009_V1_genomic	7	7	5	5	4	4	4431444	4431444	4428559	4428559	4409744	4409744	7	2860437	4431444	65.61	2860437	751683	1	2	425.87
GCF_000674775.1_Myco_tube_UT0015_V1_genomic	5	5	3	3	3	3	4392377	4392377	4390257	4390257	4390257	4390257	5	3578217	4392377	65.59	3578217	3578217	1	1	204.01
GCF_000674795.1_Myco_tube_UT0016_V1_genomic	75	75	64	60	50	35	4410975	4410975	4381154	4355886	4188232	3664831	75	244244	4410975	65.62	109147	63480	15	30	26.30
GCF_000674815.1_Myco_tube_UT0020_V1_genomic	47	47	41	39	31	24	4411278	4411278	4399934	4384655	4258064	3968671	47	353741	4411278	65.63	206197	104106	8	16	293.97
GCF_000674835.1_Myco_tube_UT0022_V1_genomic	6	6	4	2	2	2	4430951	4430951	4425147	4414178	4414178	4414178	6	3952270	4430951	65.61	3952270	3952270	1	1	499.44
GCF_000674855.1_Myco_tube_UT0024_V1_genomic	6	6	5	5	4	4	4357533	4357533	4356391	4356391	4344557	4344557	6	2281834	4357533	65.61	2281834	1265560	1	2	47.76
GCF_000674875.1_Myco_tube_TB_RSA78_V1_genomic	7	7	3	2	2	2	4407937	4407937	4399897	4394312	4394312	4394312	7	3932268	4407937	65.59	3932268	3932268	1	1	111.34
GCF_000674895.1_Myco_tube_TB_RSA79_V1_genomic	4	4	2	2	2	2	4422717	4422717	4419777	4419777	4419777	4419777	4	3937248	4422717	65.59	3937248	3937248	1	1	461.75
GCF_000674915.1_Myco_tube_TB_RSA80_V1_genomic	2	2	2	2	2	2	4407189	4407189	4407189	4407189	4407189	4407189	2	3934488	4407189	65.58	3934488	3934488	1	1	331.46
GCF_000674935.1_Myco_tube_TB_RSA81_V1_genomic	9	9	3	3	2	2	4397284	4397284	4388241	4388241	4375013	4375013	9	3912923	4397284	65.61	3912923	3912923	1	1	141.79
GCF_000674955.1_Myco_tube_TB_RSA82_V1_genomic	13	13	8	7	7	7	4395768	4395768	4386240	4380628	4380628	4380628	13	1721094	4395768	65.60	1007504	643143	2	3	84.99
GCF_000674975.1_Myco_tube_TB_RSA83_V1_genomic	6	6	4	3	3	3	4421977	4421977	4418630	4409096	4409096	4409096	6	2516520	4421977	65.59	2516520	1792862	1	2	321.89
GCF_000674995.1_Myco_tube_TB_RSA84_V1_genomic	9	9	6	4	4	4	4402578	4402578	4398634	4384364	4384364	4384364	9	2283250	4402578	65.62	2283250	1300532	1	2	109.03
GCF_000675015.1_Myco_tube_TB_RSA85_V1_genomic	7	7	5	3	3	3	4412976	4412976	4410022	4395153	4395153	4395153	7	3599776	4412976	65.59	3599776	3599776	1	1	157.29
GCF_000675035.1_Myco_tube_TB_RSA86_V1_genomic	7	7	3	3	2	2	4432314	4432314	4425120	4425120	4406088	4406088	7	3943778	4432314	65.60	3943778	3943778	1	1	487.85
GCF_000675055.1_Myco_tube_TB_RSA87_V1_genomic	10	10	7	6	6	5	4405220	4405220	4400851	4393561	4393561	4367879	10	1981143	4405220	65.61	1128119	583308	2	3	400.37
GCF_000675075.1_Myco_tube_TB_RSA88_V1_genomic	7	7	5	4	4	4	4403102	4403102	4400228	4391728	4391728	4391728	7	1985077	4403102	65.61	1124981	698728	2	3	257.59
GCF_000675095.1_Myco_tube_TB_RSA89_V1_genomic	13	13	8	6	6	5	4438834	4438834	4429053	4418310	4418310	4389835	13	2185667	4438834	65.60	1210393	1210393	2	2	466.81
