genome.genome_id	genome_drug.antibiotic	genome_drug.computational_method	genome_drug.evidence	genome_drug.laboratory_typing_method	genome_drug.laboratory_typing_method_version	genome_drug.laboratory_typing_platform	genome_drug.measurement	genome_drug.measurement_sign	genome_drug.measurement_unit	genome_drug.measurement_value	genome_drug.resistant_phenotype	genome_drug.source	genome_drug.taxon_id	genome_drug.testing_standard	genome_drug.testing_standard_year
1400899.3	ethambutol		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400899		
1400899.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400899		
1400899.3	amikacin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400899		
1400899.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400899		
1400899.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400899		
1400899.3	ofloxacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400899		
1400899.3	kanamycin		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400899		
1400902.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1400902		
1400902.3	cycloserine		Laboratory Method	Broth dilution			4		mg/L	4			1400902		
1400902.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1400902		
1400902.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400902		
1400902.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400902		
1400902.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400902		
1400902.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400902		
1400902.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400902		
1400902.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400902		
1400902.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400902		
1400902.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400902		
1400902.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400902		
1400902.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400902		
1400902.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400902		
1400902.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400902		
1400902.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400902		
1400902.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400902		
1400902.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400902		
1400902.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400902		
1400902.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400902		
1400902.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400902		
1400902.3	ethionamide		Laboratory Method	Broth dilution			0.3		mg/L	0.3			1400902		
1400902.3	streptomycin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400902		
1400902.3	amikacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400902		
1400902.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400902		
1400902.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400902		
1400902.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400902		
1400902.3	kanamycin		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1400902		
1400902.3	moxifloxacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400902		
1400904.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400904		
1400904.3	streptomycin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400904		
1400904.3	moxifloxacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400904		
1400904.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400904		
1400904.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400904		
1400904.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400904		
1400904.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400904		
1400904.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400904		
1400904.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400904		
1400904.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400904		
1400904.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400904		
1400904.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400904		
1400904.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400904		
1400904.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400904		
1400904.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400904		
1400904.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400904		
1400904.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400904		
1400904.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400904		
1400904.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400904		
1400904.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400904		
1400904.3	kanamycin		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1400904		
1400904.3	amikacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400904		
1400904.3	ethionamide		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1400904		
1400904.3	cycloserine		Laboratory Method	Broth dilution			8		mg/L	8			1400904		
1400904.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400904		
1400904.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1400904		
1400904.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400904		
1400904.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1400904		
1400904.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400904		
1400907.3	moxifloxacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400907		
1400907.3	ethambutol		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400907		
1400907.3	streptomycin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400907		
1400907.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400907		
1400907.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400907		
1400907.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400907		
1400907.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400907		
1400907.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400907		
1400907.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Resistant		1400907		
1400907.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400907		
1400907.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400907		
1400907.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400907		
1400907.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400907		
1400907.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400907		
1400907.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400907		
1400907.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400907		
1400907.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400907		
1400907.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400907		
1400907.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400907		
1400907.3	kanamycin		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400907		
1400907.3	ethionamide		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400907		
1400907.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400907		
1400907.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400907		
1400907.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400907		
1400907.3	cycloserine		Laboratory Method	Broth dilution			2		mg/L	2			1400907		
1400907.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400907		
1400907.3	amikacin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400907		
1400907.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1400907		
1400908.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1400908		
1400908.3	amikacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400908		
1400908.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400908		
1400908.3	cycloserine		Laboratory Method	Broth dilution			2		mg/L	2			1400908		
1400908.3	ethionamide		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400908		
1400908.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400908		
1400908.3	kanamycin		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400908		
1400908.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1400908		
1400908.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400908		
1400908.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400908		
1400908.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400908		
1400908.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400908		
1400908.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400908		
1400908.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400908		
1400908.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400908		
1400908.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400908		
1400908.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400908		
1400908.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400908		
1400908.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400908		
1400908.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1400908		
1400908.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400908		
1400908.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400908		
1400908.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400908		
1400908.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400908		
1400908.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400908		
1400908.3	moxifloxacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400908		
1400908.3	streptomycin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400908		
1400908.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400908		
1400908.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400908		
1400909.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400909		
1400909.3	moxifloxacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400909		
1400909.3	isoniazid		Laboratory Method	Broth dilution			0.03		mg/L	0.03			1400909		
1400909.3	ethionamide		Laboratory Method	Broth dilution			0.3		mg/L	0.3			1400909		
1400909.3	ethambutol		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400909		
1400909.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400909		
1400909.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400909		
1400909.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400909		
1400909.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400909		
1400909.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400909		
1400909.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400909		
1400909.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400909		
1400909.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1400909		
1400909.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400909		
1400909.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400909		
1400909.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Resistant		1400909		
1400909.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400909		
1400909.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1400909		
1400909.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400909		
1400909.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400909		
1400909.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400909		
1400909.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400909		
1400909.3	amikacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400909		
1400909.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400909		
1400909.3	streptomycin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400909		
1400909.3	kanamycin		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1400909		
1400909.3	ofloxacin		Laboratory Method	Broth dilution			1		mg/L	1			1400909		
1400909.3	cycloserine		Laboratory Method	Broth dilution			4		mg/L	4			1400909		
1417023.3	rifampin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417023		
1417023.3	streptomycin		Laboratory Method	Broth dilution			4		mg/L	4			1417023		
1417023.3	isoniazid		Laboratory Method	Broth dilution			4		mg/L	4			1417023		
1417023.3	cycloserine		Laboratory Method	Broth dilution			16		mg/L	16			1417023		
1417023.3	ofloxacin		Laboratory Method	Broth dilution			>32	>	mg/L	32			1417023		
1417023.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Resistant		1417023		
1417023.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1417023		
1417023.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417023		
1417023.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417023		
1417023.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Resistant		1417023		
1417023.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417023		
1417023.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1417023		
1417023.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1417023		
1417023.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417023		
1417023.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417023		
1417023.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Resistant		1417023		
1417023.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Susceptible		1417023		
1417023.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Resistant		1417023		
1417023.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1417023		
1417023.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417023		
1417023.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Resistant		1417023		
1417023.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Resistant		1417023		
1417023.3	rifabutin		Laboratory Method	Broth dilution			1		mg/L	1			1417023		
1417023.3	moxifloxacin		Laboratory Method	Broth dilution			>8	>	mg/L	8			1417023		
1417023.3	amikacin		Laboratory Method	Broth dilution			>16	>	mg/L	16			1417023		
1417023.3	kanamycin		Laboratory Method	Broth dilution			>40	>	mg/L	40			1417023		
1417023.3	ethionamide		Laboratory Method	Broth dilution			10		mg/L	10			1417023		
1417023.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			4		mg/L	4			1417023		
1417023.3	ethambutol		Laboratory Method	Broth dilution			4		mg/L	4			1417023		
1400911.3	rifampin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400911		
1400911.3	cycloserine		Laboratory Method	Broth dilution			4		mg/L	4			1400911		
1400911.3	para-aminosalicylic acid		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400911		
1400911.3	streptomycin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400911		
1400911.3	isoniazid		Laboratory Method	Broth dilution			0.06		mg/L	0.06			1400911		
1400911.3	amikacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400911		
1400911.3	rifabutin		Laboratory Method	Broth dilution			0.12		mg/L	0.12			1400911		
1400911.3	moxifloxacin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400911		
1400911.3	rifabutin		Laboratory Method	Agar dilution	0.5 mg/L						Susceptible		1400911		
1400911.3	isoniazid		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400911		
1400911.3	rifampin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400911		
1400911.3	moxifloxacin		Laboratory Method	Agar dilution	1 mg/L						Susceptible		1400911		
1400911.3	streptomycin		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400911		
1400911.3	ethambutol		Laboratory Method	Agar dilution	10 mg/L						Susceptible		1400911		
1400911.3	ofloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400911		
1400911.3	para-aminosalicylic acid		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400911		
1400911.3	moxifloxacin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400911		
1400911.3	streptomycin		Laboratory Method	Agar dilution	2 mg/L						Susceptible		1400911		
1400911.3	cycloserine		Laboratory Method	Agar dilution	25 mg/L						Resistant		1400911		
1400911.3	amikacin		Laboratory Method	Agar dilution	4 mg/L						Susceptible		1400911		
1400911.3	kanamycin		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400911		
1400911.3	ethambutol		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400911		
1400911.3	ethionamide		Laboratory Method	Agar dilution	5 mg/L						Susceptible		1400911		
1400911.3	isoniazid		Laboratory Method	Agar dilution	0.2 mg/L						Susceptible		1400911		
1400911.3	ethionamide		Laboratory Method	Broth dilution			0.6		mg/L	0.6			1400911		
1400911.3	ofloxacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400911		
1400911.3	ethambutol		Laboratory Method	Broth dilution			1		mg/L	1			1400911		
1400911.3	kanamycin		Laboratory Method	Broth dilution			1.2		mg/L	1.2			1400911		
1400911.3	moxifloxacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400911		
1400912.3	ofloxacin		Laboratory Method	Broth dilution			0.5		mg/L	0.5			1400912		
1400912.3	moxifloxacin		Laboratory Method	Broth dilution			0.25		mg/L	0.25			1400912		
